|horoscope|pub_date|zodiac
176|Mars in your sign makes life more adventurous and exciting. Wherever you go and whatever you do today you must seize the initiative and make sure the world knows you are a force to be reckoned with – a force of nature in fact.|05-30-2014|libra
177|Mars in your sign makes you assertive and ambitious and today’s link with the Sun in Gemini means everyone is on your side too. There has rarely been a better time to push yourself forward and take what it is you desire.|05-31-2014|libra
178|You may think you can get away with outrageous behavior, and maybe you are right, but that does not mean you have to behave in ways that are guaranteed to annoy certain people. Keep your excesses at a reasonable level this week.|06-01-2014|libra
179|This is still one of the best times of the year for you but that does not mean you can do as you please. The planets warn you may need to take extra care today and tomorrow when dealing with travel plans and social arrangements.|06-02-2014|libra
180|Your confidence may be high now the Sun is transiting the sympathetic sign of Gemini but don’t get carried away. Other aspects warn there are things going on behind the scenes that suggest you could be in for a shock.|06-03-2014|libra
181|You need to get out of the habit of trying to do everything alone. It will pay you to be a little less independent over the next few days. Just because you don’t like certain people does not mean you can’t work with them.|06-04-2014|libra
182|You are in an adventurous mood but the planets warn this may not be the best time to venture into areas you don’t know much about. Wait until the full moon on the 13th has come and gone before moving outside your comfort zone.|06-05-2014|libra
183|The slightest little thing is likely to set you off today but on this occasion getting angry is actually the best thing you could do. It will certainly remind others that you are not the sort of person who can be taken for granted.|06-06-2014|libra
184|Don’t cling to things, be they people or possessions, that need to pass out of your life. Not only do you no longer need them but the longer you hold on the longer it will be before better things are able to come into your life.|06-07-2014|libra
185|Be careful what you say this week, because careless words could have a negative impact on your image. That may not worry you now but it will later on when you are overlooked for a promotion or a pay increase. Say nice things only.|06-08-2014|libra
186|Where money matters are concerned you would be wise not to take risks because most likely the odds are stacked against you. A hunch might pay off but more likely it will put you in a situation where one loss leads to another.|06-09-2014|libra
187|A positive attitude is essential over the next 24 hours because if you let even one negative thought creep into your mind it’s likely to get stuck there. Life is good and getting better by the moment – believe it, it’s true.|06-10-2014|libra
188|Don’t pay too much attention to material things today. What matters is not how much money you earn or what amazing possessions you own but how happy you are on the inside. Bank accounts are one thing – spiritual accounts quite another.|06-11-2014|libra
189|You are attaching too much importance to issues that only a few days ago would have meant nothing to you at all. Why that should be is impossible to say but you need to ease up a bit. In the greater scheme of things, what do they matter?|06-12-2014|libra
190|You seem a bit excitable at the moment but that’s okay – most likely nothing bad will come of it. In fact this looks like being a good time for you, especially if you are traveling or planning a vacation for later in the year.|06-13-2014|libra
191|You seem remarkably passionate about something that a while ago would not have interested you in the slightest. It may be just a passing fad but it could also be the start of a brand new chapter in your life. If it inspires you, go for it.|06-14-2014|libra
192|You need to let certain individuals know that you and you alone will decide the course of your future. Far too many people seem to want a say in your affairs at the moment. Tell each and every one of them to mind their own business!|06-15-2014|libra
193|Make the most of the Sun’s last few days in your fellow Air sign of Gemini to do the things you really enjoy. When the Sun changes signs on the 21st you will find yourself snowed under with new responsibilities. Have fun while you can.|06-16-2014|libra
194|You are worrying about something that most other times would not bother you in the slightest – thanks to Mercury, planet of the mind, going through one of its negative phases. Snap out of it. Life is good and getting better by the moment.|06-17-2014|libra
195|Be generous with your time and, maybe, with your money too. You don’t have to give away all your worldly goods but the planets indicate that if you show kindness to someone in need now the favor will be returned many times over later on.|06-18-2014|libra
196|You are at a crossroads as far as a creative project is concerned. Do you carry on with it, although it’s a struggle, or do you give up and focus your energy in a new direction? Only you can decide, so give it some serious thought.|06-19-2014|libra
197|It’s good that you have the confidence to take risks but not so good if you take them wildly. As the Sun nears the career angle of your chart make sure you don’t do anything silly on the work front. Important people are watching.|06-20-2014|libra
198|It’s important that you have a long-term plan because if you are in two minds about what it is you should be aiming for you could waste both time and energy. On the work front, especially, have a goal and go for it with everything you’ve got.|06-21-2014|libra
199|The Sun in Cancer at this time of year is important for your career and for dealings with employers and other influential people. For that reason alone you must watch what you say and, above all, watch how you say it.|06-22-2014|libra
200|You will be in an adventurous mood over the next two or three days and that’s good because the planets suggest that if you go some place you have never been before you will meet someone who lights up your life. Yes, it could be love!|06-23-2014|libra
201|Not everyone will approve of what you get up to today but that won’t worry you one little bit. The planets will bring out the devil-may-care side of your nature over the next 24 hours. You will thoroughly enjoy shocking people.|06-24-2014|libra
202|Mars in your sign makes you believe you can do anything you choose but other aspects warn if you act without thinking today you could end up a serious loser. Stay on the good side of people in positions of power.|06-25-2014|libra
203|Tomorrow’s new moon will bring with it a golden opportunity to move up in the world, but it won’t come for free – you will have to give something of value in return. Is it a trade worth making? The fact is you cannot afford not to.|06-26-2014|libra
204|You can expect something big to happen on the work front over the next few days. But why wait for things to happen to you? Why not make them happen yourself? Show those in positions of power you are ready to be promoted.|06-27-2014|libra
205|No matter how many negative things may be going on around you be positive and believe you have been blessed with remarkable good fortune. Remember: the world you inhabit is a reflection of what goes on in your heart and your head.|06-28-2014|libra
206|Your imaginative powers will be on a high over the next seven days, so visualize what it is you most wish to accomplish and start taking the steps that can make it happen. Your mind is a more powerful tool than you realize.|06-29-2014|libra
207|Cosmic activity in your fellow Air sign of Gemini will do wonders for your confidence over the next 48 hours and it won’t be long before what you’ve been worrying about is consigned to the dustbin of history – where it belongs.|06-30-2014|libra
208|Mercury, planet of communication and the mind, has been moving retrograde in recent weeks, so not everything has worked out the way you expected it to. Never mind – as from today you will find your feet, and your head, again.|07-01-2014|libra
209|Listen to what your inner voice tells you today because not only is it good advice but it’s the kind of advice you won’t get from other people. The answers you seek are not “out there” in the world but hidden in the depths of your heart.|07-02-2014|libra
210|Travel and social plans may be disrupted today, so try not to make promises you won’t be able to keep. There is no point trying to look too far ahead. Concentrate on who and what is in front of you at this very moment.|07-03-2014|libra
211|You have allowed certain people to get away with things they did not deserve to get away with. Now you must balance things out and see to it that they pay for their mistakes. Next time, don’t let things get so out of hand.|07-04-2014|libra
212|This will be an emotional weekend for you and looking back a few days hence you may wonder why you overreacted in such spectacular fashion. Try not to be so sensitive to criticism, either at home or at work. Words can’t really hurt you.|07-05-2014|libra
213|Trust your instincts this week, even if they lead you in a different direction to everyone else. Actually you rather enjoy going against the flow and deep down you know it’s the right thing to do. Trust your inner voice.|07-06-2014|libra
214|The more nice things you say about others today the more nice things they will do for you in the near future. You will, of course, have to make your compliments sound sincere (especially if they’re not) but it’s an effort worth making.|07-07-2014|libra
215|You seem to be in a bit of a slump and things are unlikely to pick up until you admit that the old way of doing things may not be so good after all. You’re an ideas person, so think of ways to boost your productivity.|07-08-2014|libra
216|Others may tell you that your recent good fortune was pure luck but you know better. You are a Libra. You are special. More importantly you are the kind of person who is never satisfied with things as they are. Keep reaching. Keep achieving.|07-09-2014|libra
217|Someone in a position of authority clearly likes you but if you take that as a sign that you can do as you please you are sadly mistaken. Important people are looking to you to provide a lead, so don’t let them, or yourself, down.|07-10-2014|libra
218|You may be tempted to say something negative to a friend today but you are advised against it. Even if what you say is true and even if your motives are pure you not only won’t receive any thanks but you could cause a long-term split.|07-11-2014|libra
219|Because today’s full moon occurs in the area of your chart that governs your family life there will likely be a few emotional ups and downs on the home front. No matter what is said or done just forgive and forget and move on.|07-12-2014|libra
220|Over the next few days you will rediscover your talent for getting people working together as a team. As Libra is a cardinal sign you usually like to take the lead but on this occasion you will be content to be one among many.|07-13-2014|libra
221|You will be both assertive and adventurous over the next 24 hours and that’s good. If you believe in your abilities then anything and everything is possible for you. Employers and other important people will be impressed by your can-do attitude.|07-14-2014|libra
222|Your situation is not as bad as you think and what happens over the next seven days will prove it. Make a conscious effort to look on the bright side and keep telling yourself that, overall, you are very much on an upward course.|07-15-2014|libra
223|There is no point getting angry with those who have let you down. The more you shout at them the more likely it is they will make further mistakes. You need to change your attitude. A more forgiving outlook will work wonders.|07-16-2014|libra
224|Treat what happens over the next few days as an opportunity for advancement, personally and professionally. And treat people you meet as potential friends and allies. Show the world what a go-getter and trend-setter you can be – but nicely.|07-17-2014|libra
225|You need to decide which is more important to you: love or ambition. You can, of course, have both but if you are wise you will put personal happiness first and professional success second. People are more important than things.|07-18-2014|libra
226|You need to shake things up a bit. On the work front, especially, you seem to have fallen into a rut of late, so it’s time to inject a bit more energy and excitement into what has become, to be blunt, a lazy routine.|07-19-2014|libra
227|The planets in their courses are urging you to be a bit less suspicious than you usually are. They also suggest that even if you do lose out in some way it won’t be by much. In a nutshell: stop worrying and start living.|07-20-2014|libra
228|The planets warn that in some areas it might be wise to play safe and stick with what you know and trust. Creatively and romantically you have a lot to gain but also a lot to lose, so don’t go to extremes – find a workable middle way.|07-21-2014|libra
229|You will get the chance to show what you can do today and you must seize it and use it. If you allow such a golden opportunity to pass you by you may spend the remainder of the year kicking yourself mentally for being so wasteful.|07-22-2014|libra
230|Life is meant to be enjoyed and that is exactly what you will be doing over the next few days – enjoying yourself. Your can-do attitude will serve you very well indeed and others will be attracted by your positive vibes.|07-23-2014|libra
231|No one doubts you have talent but talent is only one part of the equation – the more important part by far is enthusiasm, and with Jupiter so strong in your chart at the moment you’ve got it coming out of your ears. Do something wonderful!|07-24-2014|libra
232|You have a tendency to believe in yourself to such a degree that you think nothing can ever go wrong – which is great – but you also need to recognize that everyone has limits. Mercury will point out a few of them to you today.|07-25-2014|libra
233|Things may not be working out exactly as you hoped they would but there is no need to change direction. Cosmic activity in one of the better areas of your chart this weekend will put everything right and you’ll soon be smiling again.|07-26-2014|libra
234|Sometimes you need subtlety and strategy as well as strength and what happens over the next few days will remind you of that fact. To put it simply: to get what you desire you will have to make sure others get what they desire too.|07-27-2014|libra
235|If what you are working on refuses to conform to your expectations maybe you should draw a line under it and go back to basics. Most importantly, you need to accept that it doesn’t help in any way to set yourself such difficult targets.|07-28-2014|libra
236|Have faith in your own ideas and don’t be afraid to take a calculated risk. Deep down you know you are on the right track and that what you are working on is meaningful, so keep going and don’t ever waste time looking back.|07-29-2014|libra
237|Everything that occurs in your life is part of a wider and deeper plan, so don’t try too hard to change things because it’s unlikely to happen. Sit back and let fate take its course – and success and happiness are sure to follow.|07-30-2014|libra
238|As a cardinal sign winning is important to you but sometimes you take it too far and expect too much of yourself. What happens today will remind you how good the simple things in life can be, none of which require you to be the best.|07-31-2014|libra
239|If you try to force others to follow your lead today they will refuse. If, however, you use your charm to win them over you will find it quite easy to maneuver them in the direction you want them to go. You’re a major persuader!|08-01-2014|libra
240|This is an especially good time for social activities but you fear you won’t find the time to do what makes you happiest. Just because your In tray is piled high does not mean you can’t have fun. Give yourself a day or two off.|08-02-2014|libra
241|There is a danger now that you could push yourself too hard and put your wellbeing at risk. There is a simple rule you must follow to make sure you stay fit and healthy: Don’t go to extremes. Libra is the sign of balance – remember?|08-03-2014|libra
242|The more others try to persuade you that now is not the time to try something different the more confident you can be that it’s exactly the right time. You like taking chances and you’re good at it too. Be a pioneer. Discover something new.|08-04-2014|libra
243|Do something out of the ordinary today, something others would not expect of you. If your instincts tell you to go for something you must not hesitate for even a moment. There is glory at stake and you must not let it pass you by.|08-05-2014|libra
244|You expect great things of yourself, which is good, but sometimes you go too far and set yourself targets that are impossible to reach. What happens over the next few days will bring you back to earth with a bump – and a bruise or two to your ego.|08-06-2014|libra
245|You may be surprised that someone you know socially is prepared to put your interests ahead of their own but you should not be. For quite some time they have been trying to tell you that they think of you as more than just a friend!|08-07-2014|libra
246|The planets will bring you into contact with people who share your ideals. They will also boost your belief that you can make a difference in the world and that working with others you can change things for the better. But don’t get fanatical about it.|08-08-2014|libra
247|There is no point discussing what you want to do with family and friends because they are sure to try to make you change your mind. You should be confident enough to move ahead on your own initiative. Do what feels right to you.|08-09-2014|libra
248|The more you try to tell others what they should be doing this week the more they will resist and before you know it you could have a rebellion on your hands. Just accept that the full moon makes some people touchy and unmanageable.|08-10-2014|libra
249|Over the next few days you will find it easy to put your thoughts into words – and even easier to deliver those words with considerable force. You are not in the mood to pussyfoot around just to protect other people’s feelings.|08-11-2014|libra
250|You need to take life at a more relaxed pace over the next 24 hours. You will have to deal with important issues, of course, but it is how you deal with them that makes all the difference. Seriously, there is nothing to worry about.|08-12-2014|libra
251|You are unlikely to be tactful when dealing with people whose views and opinions you disagree with but that’s okay because you are as entitled to your viewpoint as they are to theirs. Give as good as you get over the next 24 hours.|08-13-2014|libra
252|The planets suggest you are thinking about buying something costly. It’s your money and you can do what you want with it but is it something you need or is it an impulse purchase? Think about it before you hand over your credit card.|08-14-2014|libra
253|You will have to make a conscious effort over the next 24 hours not to let your fears get the better of you. Whatever it is you are worried about it is almost certainly an illusion. Put it out of your mind – and out of your life.|08-15-2014|libra
254|Steer clear of people who always seem to take a negative view of life. There will always be those who think the world is falling apart but you know the world has rarely been in better shape – and you’re in pretty good shape too!|08-16-2014|libra
255|Yes, a rival has been saying things about you behind your back, but there is no need for you to get uptight about it. How can they hurt you? The short answer is they can’t. You hold all the right cards – and are loved by all the right people.|08-17-2014|libra
256|Try not to see conspiracies where none exist. There may indeed be one or two things going on that seem a bit suspicious but people are not talking behind your back – and if they are it’s because they are planning a surprise treat for you.|08-18-2014|libra
257|With Mars, planet of action, moving through one of the more materialistic areas of your chart you will jump at the chance to move up in the world over the next few days. Just make sure what you do benefits you, not other people.|08-19-2014|libra
258|Don’t try to stop a friend or relative from doing something you do not approve of. Most likely it will make them even more determined to do it, just to annoy you. The only person you should be concerned with is yourself.|08-20-2014|libra
259|The planets warn you need to accept the fact that you won’t be able to do everything, no matter how carefully you manage your time. Either cut back on your ambitions or get help. Of course, if you are really sensible you will do both.|08-21-2014|libra
260|The Sun’s change of signs will lead to a mellowing in your mood and that’s probably no bad thing as you have been a bit hyper of late. If you take nothing too seriously over the next 48 hours you won’t suffer any serious damage.|08-23-2014|libra
261|Your confidence may be a bit fragile at the moment but that is no reason to curtail your ambitions. On the contrary, tomorrow’s new moon will encourage you to think of new ways you can cash in on your talents. Be bold!|08-24-2014|libra
262||08-26-2014|libra
263|A negative feeling has been nagging at you these past few days and you can’t seem to shift it. What you need to understand and accept is that you are not responsible for the bad things that go on in the world. Focus on good things only.|08-27-2014|libra
264|You will make your point more effectively today if you stay calm and back up your arguments with facts that can’t be denied. Others can rant and rave if they like but it won’t convince anyone. Your serene demeanor will make you look good.|08-28-2014|libra
265|Don’t expect too much of other people today because they will be inclined to say one thing while doing something completely different. There is nothing much you can do about other people’s attitudes and actions, so take it all in your stride.|08-29-2014|libra
266|It would appear that someone thinks you are an easy touch. Are they correct? The moon’s eclipse of Saturn this weekend warns you need to be careful when dealing with money. Make sure you know where your cash is at all times.|08-30-2014|libra
267|You may be good at juggling several tasks at once but now you’re beginning to show signs of strain. The planets urge you to cut back on your commitments and focus on the one thing that merits your attention. You know what it is. |08-31-2014|libra
268|Do something out of the ordinary today, something that makes those around you sit up and take notice. It doesn’t have to be anything outrageous, just something that reminds others you are special. Maybe you need to remind yourself as well.|09-01-2014|libra
269|Mercury, planet of the mind, moves into your birth sign today, so you will know instantly what needs to be done. But it does not mean you have to do it straight away. If you get a great idea sleep on it for a while.|09-02-2014|libra
270|You will do best today if you make a conscious effort to shut out the world and create a mental and emotional bubble inside which everything is peaceful and calm. You don’t have to be a party animal every day of the week.|09-03-2014|libra
271|At some stage today you will realize how hard it can be to understand certain people – they just won’t fit into the neat little boxes your mind has constructed. Take the hint and accept that people, like life in general, can be messy.|09-04-2014|libra
272|You want to move up in the world, of course, but try not to be too pushy over the next 48 hours or you could undo a lot of the good work you have done in recent weeks. You will be judged mainly on how you help others.|09-05-2014|libra
273|If someone you approach for assistance this weekend gives you a less than positive response, don’t worry about it and certainly don’t feel sorry for yourself. According to the planets you don’t need anyone’s help – you just need to believe in yourself.|09-06-2014|libra
274|You need to let go of feelings and habits which belong to the past. You crave balance and stability but, perversely, you will only find them when you stop looking so hard. Also, there are some things you no longer need – get rid of them.|09-07-2014|libra
275|Don’t listen to people who say you should do something one way when every instinct you have tells you that it should be done another way. Trust your own inner voice, not the voices of know-it-alls who really know nothing.|09-08-2014|libra
276|Sheer force of personality will see you past whatever obstacles block your path over the next 24 hours. You are in no mood to take prisoners and anyone foolish enough to take you on is likely to regret it. Try not to be brutal.|09-09-2014|libra
277|Someone will try to undermine your confidence today but they won’t succeed. You know who you are and you know what you are worth and their words won’t change that in any way. It may change the way you think about them though.|09-10-2014|libra
278|The most important thing today is that you communicate what you have to say in plain and simple language. Not everyone possesses your way with words, so make sure all can understand you. It’s important that you make yourself heard.|09-11-2014|libra
279|No matter how ambitious a Libra you may be there are more important things in life than material success, and today you will be reminded what they are. Relationships, friendships and travel plans are all well starred over the next 24 hours.|09-12-2014|libra
280|You may have to say something harsh to someone you love today but in the long-term your words will have the desired effect. A minor confrontation now is preferable to a major one later on, so speak up and get your message across.|09-13-2014|libra
281|It would appear that a colleague cares only about what they want and could not care less what you want. In which case why are you still working alongside them? The world is full of possibilities, so break free and make your own future.|09-14-2014|libra
282|Try not to criticize yourself for no good reason. In fact, try not to criticize yourself even if there is a good reason. If you made a mistake of some kind then learn from it quickly and move on. Today’s failure can be tomorrow’s success.|09-15-2014|libra
283|Something you thought was a permanent part of your world will disappear today but there is no need to feel sad about it. On the contrary, by creating a space in your life you will encourage something even better to come in and fill it.|09-16-2014|libra
284|Mercury, the planet of the mind, in your sign makes this the ideal time to get your head around what you need to change to make your life more complete. You must be practical though – don’t let idle daydreams lead you astray.|09-17-2014|libra
285|Whether or not you have the necessary experience to take on a new role on the work front is irrelevant – what matters is that you have the intelligence and the ambition. The best way to get ahead is to stop worrying and just go for it.|09-18-2014|libra
286|There is no reason why you should beat yourself up about something that went wrong. If you indulge your emotions too much you may lose sight of all the good things you have to be thankful for. Make a list of them today.|09-19-2014|libra
287|You will meet a deadline by the skin of your teeth this weekend. You could, of course, finish it in half the time and with half the effort too if you were to draw up a plan and stick to it, but where’s the fun in that?|09-20-2014|libra
288|When the Sun moves into your birth sign on Tuesday you will get a new lease of life. Before then, however, it might be a good idea to review the successes and failures of the past few months. Most importantly, what can you learn about yourself?|09-21-2014|libra
289|Is it in your interests to follow a certain course of action? Do you even know what your interests are? Your mind may be a bit confused today but tomorrow, when the Sun moves into your birth sign, all will be clear, so leave it for 24 hours.|09-22-2014|libra
290|You are determined to put right what you feel has gone wrong with your life and with the Sun moving into your birth sign today you can sense that the time to act has arrived. Indeed it has, especially as there is a new moon tomorrow.|09-23-2014|libra
291|A new moon on your birthday means you no longer need to keep a low profile. No doubt you’ve done well for yourself in various supporting roles but now you must push your way to the front of the stage and take over. It’s your life and your show.|09-24-2014|libra
292|You may seem calm and confident on the outside but deep down you fear the worst. The good news is that whatever it is that has got you so worried will be out of your life by the end of the day. So lighten up.|09-25-2014|libra
293|Positive developments in your social life may have the edge taken off them by bad news concerning your finances today, but don’t sweat it. Mercury’s move into the money area of your chart tomorrow will bring an obvious answer.|09-26-2014|libra
294|If you let the universe know what you want over the coming 12 months the universe will give it to you with no questions asked. If you can think it you can do it. If you can imagine it you can make it a reality. Put a name to your dreams and watch them come true.|09-27-2014|libra
295|Whatever triumphs or disasters you face over this year one thing is certain: you’ll love every moment of it. There is something in the Libra outlook that sees life as a enjoyable challenge and, win or lose, you are determined to have fun. Others will follow your example.|09-28-2014|libra
296|There has been a great deal of tension in your life of late but with Venus, your ruler, moving into your sign today you can expect things to be a bit more relaxed. The secret, of course, is to not take life quite so seriously.|09-29-2014|libra
297|You know what needs to be done to improve a relationship – so get on and do it. A week or so from now a lunar eclipse in your opposite sign will challenge both of you, so make sure the bonds of love are strong.|09-30-2014|libra
298|Whatever challenges you are faced with today you should be able to find ways to deal with them. Even if they prove tougher than expected there is sure to be someone you can turn to for assistance and advice. All you have to do is ask.|10-01-2014|libra
299|There is an easy way and a hard way to get to your destination. The easy way is to co-operate with people you don’t always get along with. The hard way is to try to do everything yourself. Either way, you will get there in the end.|10-02-2014|libra
300|The most important thing on your birthday is that you are honest with yourself about who you are and where you are trying to go. Whatever your current position you can improve on it, but you must be clear of thought and decisive in action.|10-03-2014|libra
301|If you think big and act big then, inevitably, there will be occasions when you make big mistakes as well. No doubt you will make plenty of them over the coming 12 months but you will also enjoy successes that are not just big but huge.|10-04-2014|libra
302|According to the planets you may be feeling a bit sorry for yourself at the moment. You need to snap out of it because there are all sorts of great opportunities heading your way and if you are drowning in tears you may miss them.|10-05-2014|libra
303|The planets urge you to let go of something that is holding you back from being the best that you can be. It may be a belief, it may be an attitude, it may be a relationship, but whatever it is you’ve got to leave it behind – not later, but now.|10-06-2014|libra
304|Keep affairs of the heart on a fun level today, because the more you try to force a relationship in a certain direction the more the one you love will feel pressured, and that’s not good. The subtle approach is by far the best approach.|10-07-2014|libra
305|Not only is there a lunar eclipse on your birthday this year but Mars and Jupiter are strong too, so the next 12 months will see challenges aplenty. Be bold, be brave and, above all, be the kind of Libra who always finds something to be happy about.|10-08-2014|libra
306|In your mind’s eye you have an image of the person you think you should be, but is it a realistic image? The message of your birthday chart is that you need to stop setting yourself impossible targets and find ways to just enjoy who you already are.|10-09-2014|libra
307|Today and over the weekend you need to either throw yourself into a serious project or leave it completely alone and go off and do something purely for fun. It must be one or the other: if you try to do both you’ll get nowhere.|10-10-2014|libra
308|Someone you are close to emotionally seems to be in a strange frame of mind at the moment but there is no reason why you should be worried about it. Come the start of next week they will be back to who and what they were before.|10-11-2014|libra
309|You are torn between two entirely different ways of approaching the coming year. Do you go all out for glory and let other people look out for themselves? Or do you put helping those less fortune than you front and center? It must be the latter. |10-12-2014|libra
310|You must not trust in shortcuts today, not even those you have used many times before. The planets demand that everything is done by the book over the next 24 hours, even if you know how to complete a task in half the time.|10-13-2014|libra
311|A Venus-Jupiter link on your birthday means the coming year will see you making new friendships, new alliances and, maybe, a new romantic attachment too. The more open you are about your feelings the more you will get out of life. Get plenty!|10-14-2014|libra
312|Do you have something to say? Is there a message you want to give to the world? Of course there is and with the Sun and Mars strong on your birthday you will make sure everyone knows what it is. You’ll make a huge difference over the coming 12 months.|10-15-2014|libra
313|You know what you want and you know how to get it but with mind planet Mercury still moving retrograde can you be absolutely certain you have made the right call? Give it a day or two before making a final decision. What’s the rush?|10-16-2014|libra
314|Mercury and Venus join forces on your birthday, making it easy for you to breeze through life without a care. There is, however, a world of difference between not having a care and actually not caring. Watch out you don’t lose the human touch.|10-17-2014|libra
315|Venus and Mars, the relationships planets, join forces on your birthday, promising fun days and passionate nights. It’s not what you do for a living or how much you earn that matters, but what positive impressions you make on a one-to-one level.|10-19-2014|libra
316|Friendships are under excellent stars for the coming 12 months but because Mercury is moving retrograde on your birthday you need to be selective about who you spend your time with. Get to know people who challenge you to think deeply about life.|10-20-2014|libra
317|You can continue to deny you have a problem if you like but that won’t make it go away. The planets urge you to face up to what needs to be changed in your life. Be brave, be positive and be the kind of Libra who is always looking to improve.|10-21-2014|libra
318|The most important thing over the next 12 months is that you consciously focus on what is positive in your life and put what is negative out of your mind. Strive to be a force for good in the world and the world will be good to you in return.|10-22-2014|libra
319|Your mind is full of big ideas but are you able to turn them into some kind of new reality? Now is the time to find out as the planets urge you to make an extra special effort – from which you can expect an extra special reward.|10-23-2014|libra
320|Don’t let problems of a financial nature dent your confidence. The Sun in Scorpio over the next few weeks will bring new possibilities and all you really need to do is keep your eyes and ears open. You’re better off than you think you are.|10-24-2014|libra
321|You have bent over backwards in recent weeks to accommodate other people’s wishes but now you can see it did no good at all. If others won’t give you what you so clearly deserve this weekend then you must seize it for yourself.|10-25-2014|libra
322|You need to get your priorities right and you need to understand that obsessing over petty issues is a total waste of time and energy. There are things that you would like to do and things that you have to do. Do only the latter this week.|10-26-2014|libra
323|Put other people’s needs first over the next 24 hours. A good deed done today will come back to you several times over before the end of the year. The universe always rewards those who seek to lighten the load of their fellow man.|10-27-2014|libra
324|Libra is the sign of the balance and over the next 24 hours you must find ways to balance your head and your heart. Something may sound logical and reasonable but if your inner voice urges you to be cautious don’t you dare ignore it.|10-28-2014|libra
325|You will be sensitive to other people’s moods today – so sensitive, in fact, that you may prefer to be by yourself for a while. That’s okay. You don’t have to be the life and soul of the party, especially when the other guests are so dull!|10-29-2014|libra
326|Fix your attention on a situation and learn as much about it as you can. According to the planets the more you know about what is going on the better placed you will be to benefit from coming upheavals, which won’t be long in arriving.|10-30-2014|libra
327|You may need to shut yourself off from the world this weekend, if only so you have the time and the space to remind yourself what it is you are aiming for in this life. Listen to your inner voice, then act on what it tells you.|11-01-2014|libra
328|A problem that once gave you sleepless nights now seems to have disappeared, but don’t be fooled. It has merely gone into hiding and will make a reappearance around the time of Thursday’s full moon. Be ready for it and, this time, deal with it.|11-02-2014|libra
329|A challenge of some kind will push you beyond the rather narrow limits you have imposed upon yourself in recent weeks. Don’t worry that you may not be up to the task – you will find hidden reserves of talent and energy. |11-03-2014|libra
330|You may be in a position to help a friend resolve a dispute of some kind but unless they directly ask you to get involved you are strongly advised to keep your distance. This is a problem they can and should face up to by themselves.|11-04-2014|libra
331|Today’s Sun-Uranus link warns that changing things for the sake of it is both foolish and dangerous. If something isn’t broken then why try to fix it? Your motto for the day should be to leave things alone, both at home and at work. |11-05-2014|libra
332|You are always ready to help other people out but that does not mean they should take your good nature for granted. Maybe it’s time to drop the nice guy act and start getting tough with those who are using you for their own ends.|11-06-2014|libra
333|Different people have different histories and different personalities and therefore see things in different ways. They also have different ideas of what is right and what is wrong. You need to understand that, and act accordingly, over the next 24 hours.|11-07-2014|libra
334|Routine matters must not be left to other people today, not if you want a good job made of them. Certain responsibilities may be tiresome and take up an excessive amount of your time but they have to be done, so get cracking.|11-08-2014|libra
335|Don’t take risks with money this week as the planets warn you could quite easily mislead yourself into thinking that your financial position is stronger than it actually is. Keep your cash in your pocket.|11-09-2014|libra
336|No matter how hard you try to control your feelings today Mars and Pluto will make it extremely difficult not to get angry about something. On this occasion you are probably right to blow your top, so say your piece – loudly – and get it over with.|11-10-2014|libra
337|According to the planets you may have gone too far in your criticisms of a friend or work colleague and at some stage today you will have to backtrack a bit. But only a bit. The essence of your complaint still holds true. |11-11-2014|libra
338|The answer to a problem of some kind will become crystal clear today. It was there all the time, of course, only you were unable to see it. You may have to pay out more than you expected but it’s worth it if it sets you free.|11-12-2014|libra
339|Positive thoughts will bring positive results today. Even a financial problem you have been struggling with for weeks or months can be resolved, especially if you are prepared to listen to the advice of an older and wiser colleague.|11-13-2014|libra
340|What you are given today may not be what you wanted but if you accept it in the right spirit it will lead to something better. Likewise, when it is you who is doing the giving, listen to your head as well as your heart. |11-14-2014|libra
341|Your life is changing for the better and what happens this weekend will confirm that fact. Even when things go wrong you will take them in your stride and find something to smile about. And that’s the key: strive only to be happy. |11-15-2014|libra
342|You will be snowed under with offers to make a name for yourself over the next seven days. For best results, keep your options open. You don’t have to make a final decision just yet, so play hard to get. Let others chase after you.|11-16-2014|libra
343|Don’t listen to those who say you must follow the “official” line on something. The more they try to make sure you conform to their rules the more convinced you should be that their rules are wrong. Trust your own moral compass. |11-17-2014|libra
344|As one of the zodiac’s cardinal signs you can be amazingly forceful at times and because there is something you desire you won’t hesitate to be assertive today. Be sensible though – know when it is wise to hold back.|11-18-2014|libra
345|The planets indicate you are destined to offend someone over the next 24 hours, no matter which course of action you choose to take. So, whatever it is you are planning, do it quickly, do it well and get it over with.|11-19-2014|libra
346|Affairs of the heart are, of course, important but as relationship planet Venus squares up to Neptune, planet of illusion, today you are advised not to take them too seriously. You may not be able to love but you can still have a good laugh. |11-20-2014|libra
347|You appear to have missed a chance to improve your money situation and now you are wishing you had been more adventurous. Be that as it may you were right not to take chances. Even better opportunities won’t be long in coming.|11-21-2014|libra
348|Everything you say over the next 48 hours will come out the way you mean it and everything you do will work out the way you intended. This will be a good weekend by any standards but with luck could be out of this world. |11-22-2014|libra
349|You seem to be in a much more relaxed frame of mind now that the Sun has moved into the most outgoing are of your chart. Money worries may not be behind you entirely but they certainly won’t stop you having fun.|11-23-2014|libra
