|horoscope|pub_date|zodiac
170|Social activities are important, of course, but your home life is what you should be focusing on now. If there are problems in the domestic sphere it’s unlikely you will be happy in other areas, so look for solutions – you’ll find them.|05-23-2014|pisces
171|Even if you are the kind of Pisces who prefers to keep a low profile you will be in the public eye over the next 48 hours – hopefully for the right reasons. This is also an excellent time for artistic activities, so let those creative juices flow.|05-24-2014|pisces
172|There will be times over the next few days when it seems as if what is going on around you is illogical in the extreme. Maybe that’s true but more likely it means you are not in tune with the wider mood. It’s you who needs to adjust.|05-25-2014|pisces
173|You are carrying quite a load at the moment and need to find someone who can help take the strain. The good news is there are a number of people you have done favors for who would like nothing better than to return the compliment.|05-26-2014|pisces
174|Things may be a bit tense on the home front at the moment but over the next two or three days you will get the opportunity to find out why loved ones are so uptight. Once you know that it will be quite easy to restore harmony.|05-27-2014|pisces
175|You need to be more open about your feelings, especially if you are the kind of Pisces who tends to keep your emotions bottled up inside. Every now and then it is good to let things out, to release the pressure so you don’t explode!|05-28-2014|pisces
176|Don’t worry that others might think less of you if you ease off a bit, worry only that if you don’t take better care of yourself you might come to harm. The planets urge you to take things at a slower pace for a while.|05-29-2014|pisces
177|There is a lot of gossip flying about at the moment and there is a danger it could damage your credibility. You must speak up and let others know that what is being said about you is not remotely true. You’re just not that bad.|05-30-2014|pisces
178|All experience is good experience and what happens over the next 48 hours will teach you that even when things go wrong they often go right in some way too. What looks like a loss or a setback now could be a blessing in disguise later on.|05-31-2014|pisces
179|You may be hurting inside but don’t let it show. Put on a brave face, go out and have fun and chances are it won’t be long before you are smiling again. What you think of as “good” and “bad” are often simply a matter of perspective.|06-01-2014|pisces
180|Spell out in plain and simple language what it is you expect of other people. Both at home and at work misunderstandings are likely today, so take your time and make sure everyone knows what they are supposed to be doing.|06-02-2014|pisces
181|Your feelings will be rather intense over the next 24 hours but it need not be an uncomfortable experience. If you prefer to live more through your heart than your head that’s quite all right. Nothing bad will come of it.|06-03-2014|pisces
182|You may not be much in the mood for serious things at the moment but that’s okay. Do what you have to do as quickly as possible, then devote yourself to activities that bring a smile to your face. Life should be about fun, not work.|06-04-2014|pisces
183|Your world will be rocked by what happens over the next few days but later you will look back and realize it was all for the best. Ultimately all change is good for you, so go with the flow and learn equally from success and failure.|06-05-2014|pisces
184|You need to be a bit more adventurous when it comes to your finances. What worked for you in the past may not work as well for you now, so look ahead and find new ways to boost your earning power and your bank balance.|06-06-2014|pisces
185|There is no point trying to change too much today because the upcoming full moon will most likely change them back again. All you can do is go with the flow and trust that in time you will regain the advantage you seem to have lost.|06-07-2014|pisces
186|If you are having second thoughts about taking on a new responsibility you will have to explain yourself to those who thought it was all decided. You may not want to let them down but it’s becoming increasingly likely you may have to.|06-08-2014|pisces
187|Don’t waste your time and energy looking for complicated solutions to what are really quite simple problems. Sometimes you read too much into what is taking place around you and that could well be the case over the next 24 hours.|06-09-2014|pisces
188|You may want to come and go as you please but Saturn, planet of limitation, won’t let you. It seems there is something you need to do before you are allowed to make your getaway. What might it be? Give it some thought – then act.|06-10-2014|pisces
189|The more certain people complain that you are making life difficult for them the more certain you can be that you are doing the right thing. Ultimately, of course, it’s not about making things difficult for them but making things easier for you.|06-11-2014|pisces
190|There are a lot of things going on behind the scenes at the moment and with tomorrow’s new moon adding to the mix you could find yourself involved in all sorts of plots and conspiracies. Make a point of taking none of it too seriously.|06-12-2014|pisces
191|Resist the temptation to tell an employer or senior colleague what you really think of them today – it won’t work out right. If you cannot say something nice then it might be wise to say nothing at all. Think of your future.|06-13-2014|pisces
192|A feud that has been simmering in secret will erupt into open warfare over the weekend and you have no choice but to make it a fight to the finish. Don’t bother trying to compromise – they’ll see that as a sign of weakness.|06-14-2014|pisces
193|Once the Sun moves into the sympathetic sign of Cancer on the 21st a whole new world of possibilities will open up for you, but between now and then you would be wise to relax both physically and mentally. There’s no need to rush.|06-15-2014|pisces
194|You have so much to look forward to – so why are you still looking back and lamenting what might have been? Whatever the reason you need to snap out of it or you may not even notice new opportunities. Be positive – and smile more!|06-16-2014|pisces
195|A friend is clearly being economical with the truth and no doubt that makes you mad. Before you snap at them ask yourself what their motive might be. Maybe they think they are protecting you. Maybe they think you can’t handle the truth.|06-17-2014|pisces
196|Someone you meet on your travels today or tomorrow is destined to play a major role in your life over the next few months. Try not to be too defensive when meeting someone for the first time. Chances are your fates are somehow entwined.|06-18-2014|pisces
197|Once again you are worrying about things you have no way of changing. According to the planets though what you fear the most is the one thing that is least likely to happen, so be brave and go on the attack. You’ll win.|06-19-2014|pisces
198|Fate will take its chosen path no matter what you may think about it, so go with the flow and adapt to what happens rather than try to fight it. One of the best times of the year is about to begin, so you really have nothing to fear.|06-20-2014|pisces
199|The Sun’s entry into the most dynamic area of your chart today is sure to bring a smile to your face. More importantly, it will make you believe that happiness and success are yours by right and not because others choose to give them to you.|06-21-2014|pisces
200|Life is too short to waste time worrying about things that may never happen. Now that the Sun is moving through the most creative area of your chart you can and you must be more decisive and dynamic. Go for it – and make it happen.|06-22-2014|pisces
201|You may not agree with what a friend or family member is going to do but they have made up their mind about it so you might as well give them your support. According to the planets it will all work out well in the end.|06-23-2014|pisces
202|If you know what it is you want and if you act quickly and decisively you are sure to accomplish great things. Someone in a position of authority thinks you are special and they will think you are even more special after today!|06-24-2014|pisces
203|Sometimes it is better to back off from a fight and with Mars opposing Uranus today this is definitely one of them. Let others argue the toss and put the world to rights – your talents are better suited to loving and laughing.|06-25-2014|pisces
204|The approaching new moon falls in the most dynamic area of your chart, so you won’t hesitate to take advantage of what happens over the next few days. Just remember that some things matter and some things do not. Use your energy wisely.|06-26-2014|pisces
205|Today’s new moon in the most dynamic area of your chart endows you with so much confidence and so much energy. Whatever you put your mind to will be a success. But don’t do too much and spread yourself too thin. Be selective.|06-27-2014|pisces
206|The Sun in Cancer at this time of year makes you hugely creative, so do something out of the ordinary over the next 48 hours, something that cannot fail to get you noticed. It won’t be long before your name is up in lights.|06-28-2014|pisces
207|If there are any doubts in your mind about what you are planning to do they will be gone by the middle of the week. The planets will get you thinking more deeply than usual about your lifestyle and, more specifically, about your relationships.|06-29-2014|pisces
208|Over the next two or three days the planets will bring to a head issues that you have been trying to avoid. Once you realize you can no longer run away from them you will have to look for solutions – and there will be plenty.|06-30-2014|pisces
209|It’s not often you reveal your darkest secrets but you will be tempted to do so today. Is that such a good idea? Some things are not meant to be shared, not even if you are desperate to cleanse your conscience. Forgive yourself and move on.|07-01-2014|pisces
210|Your confidence seems to be making a return now that mind planet Mercury is no longer such a negative influence, and by the end of the week you will be the life and soul of the party again. Welcome back – we’ve missed you.|07-02-2014|pisces
211|Feelings you have been keeping hidden inside you will burst out for the whole world to see today and, yes, it will be a bit embarrassing. But better to be embarrassed than to go on pretending you don’t care. You always care.|07-03-2014|pisces
212|For some strange reason you seem to be afraid of your own shadow – even though most things in your life are going well. Don’t let fear hold you back from doing something creative today. Once you get started your confidence will return.|07-04-2014|pisces
213|You need to strike a workable balance this weekend between protecting your own interests and not being too greedy. What you, and everyone else, need to understand is that there is more than enough to go around. There always is.|07-05-2014|pisces
214|Don’t let fear of the unknown hold you back over the next seven days. The planets indicate you won’t have to face anything worse than you have faced before, and you’re still here and thriving, aren’t you? So why worry?|07-06-2014|pisces
215|If an issue is causing you sleepless nights the best way to deal with it is to focus your mind on something else for a while. Eventually you may find that you no longer care who wins and who loses. It’s just not important.|07-07-2014|pisces
216|You need to get your act together and get something started today. If you don’t you may spend the rest of the year kicking yourself for being too slow and too cautious. Don’t be afraid of change – change is your friend and ally.|07-08-2014|pisces
217|The message of the stars is that you must finish what you started. If you give up on a project now you will regret it later in the year when you realize how close you were to success. You’re actually doing very well, so stay the course.|07-09-2014|pisces
218|With both the Sun and Jupiter moving through the most dynamic area of your chart there is precious little you cannot do now, but you will do it better if you are part of a team. It’s always more fun when there’s more than one.|07-10-2014|pisces
219|There is no point worrying about things over which you have no control. The good news is that even if the worst does happen today it won’t be as bad as you fear. Even if you lose out you will still win in some way.|07-11-2014|pisces
220|The current cosmic climate will play havoc with everyone’s plans over the next 48 hours, so take life as it comes and don’t expect too much of anyone, including yourself. When little things do go right it will be a pleasant surprise.|07-12-2014|pisces
221|Jupiter, planet of expansion, moves into the most practical area of your chart this week, so focus on everyday matters and make sure that each and every time you exert yourself you balance it with plenty of rest. Your health is important.|07-13-2014|pisces
222|If you respect other people they will respect you – it’s as simple as that. If, however, you say or do things that others find offensive you can expect some kind of backlash. As with each and every other issue in your life, the choice is your own.|07-14-2014|pisces
223|All things are possible if you want them enough and if you believe in yourself. If you can keep that thought at the forefront of your mind today you might just accomplish something out of the ordinary because you are anything but ordinary.|07-15-2014|pisces
224|You will be back to your best in a matter of days but today you must make peace with anyone you have fallen out with. Maybe you were a little harsh on them. Maybe you should have been more forgiving. So forgive them now.|07-16-2014|pisces
225|The cosmic omens are so good for you at the moment that you no doubt think you can do as you please. To a certain extent that is true but you should do things for other people as well. Neptune, your ruler, urges you to be charitable.|07-17-2014|pisces
226|You will feel SO affectionate today – you’re in love with the whole wide world. It won’t last, of course, but while it does see how many good deeds you can do for friends, relatives and even strangers. You’ll make such a difference.|07-18-2014|pisces
227|If you allow others to distract you today you will get very little done and that would be a shame. You have so much going for you now. There are so many opportunities. You cannot afford to be sidetracked by petty issues and petty people.|07-19-2014|pisces
228|There are plenty of good things going on in the world around you, so why are you feeling so down? Your task for the week ahead is to get out and about and get more involved in social activities. Life is what you choose to make of it.|07-20-2014|pisces
229|If someone you trust offers you advice today you would be wise to listen, even if it is not what you were hoping to hear. That applies to all areas of your life but especially to property matters, investments and other joint financial issues.|07-21-2014|pisces
230|You may be a creature of habit but you are also capable of adapting to changes and that’s just as well because something is sure to disrupt your routine today. Go with the flow chances are it will take you somewhere good.|07-22-2014|pisces
231|If someone says something hurtful about you today don’t take it too seriously. Most likely they are just having a bad day and need to let off steam. You will be friends again tomorrow and they will strive to make it up to you.|07-23-2014|pisces
232|The cosmic powers that be will never ask you to do more than you are capable of, so don’t worry if the assignment you have taken on looks huge – you WILL find a way to ace it. You don’t know how strong you are – yet.|07-24-2014|pisces
233|The more someone tries to coerce you into doing something you are not certain is in your best interests the more you must resist. If you stick to your guns and refuse to play ball they will get the message that you cannot be intimidated.|07-25-2014|pisces
234|Don’t make a big issue of what you are expected to do this weekend. Yes, of course, it’s a pain but the planets promise if you make a good job of it you will do your reputation no harm at all. Take pride in your work.|07-26-2014|pisces
235|You will be in a more carefree mood than you have been for quite some time, thanks in no small part to Venus, planet of affection and harmony, moving through the most positive area of your chart. In a nutshell: love more and worry less.|07-27-2014|pisces
236|Money worries and career issues seem to be taking up a lot of your time and energy at the moment but you know from past experience it will all come right in the end – it almost always does. A positive attitude is a must, today and every day.|07-28-2014|pisces
237|Let loved ones make their own decisions for a change. Too often in the past you have done everything for them and it has got to the stage where they expect it of you. That’s not good for you or for them, so break the cycle.|07-29-2014|pisces
238|If a friend or work colleague says something hurtful don’t take it to heart. On the contrary, you should take it as a sign that you are on the right track. They obviously feel threatened, so keep doing what you’re doing, only more so!|07-30-2014|pisces
239|It may annoy you that a friend or work colleague insists on everything being done their way but if you are smart you will go along with them. If it’s a success you will share in the glory. If it’s a failure it’s entirely their fault.|07-31-2014|pisces
240|If you are planning a surprise for a loved one this coming weekend be careful who you confide in because this is one of those days when information could easily slip out. You don’t want to spoil what should be a fun event.|08-01-2014|pisces
241|You may be tempted to retreat into your shell and refuse to join in with social activities this weekend but that would be a shame. The planets indicate you have a lot to offer and it just won’t be the same without you involved.|08-02-2014|pisces
242|Believe it or not there is a large luck factor working in your favor at the moment but you won’t notice it of you keep worrying about petty issues. Details must be allowed to take care of themselves. Raise your sights and raise your game.|08-03-2014|pisces
243|You will be bombarded with advice from every direction today and a lot of it will be contradictory. Chances are you can learn from what others are telling you but first you will need to filter the good advice from the garbage.|08-04-2014|pisces
244|Be positive and believe in yourself – then act decisively. The current cosmic picture makes it easy for you to boost both your status and your earning power, but it won’t just happen as if by magic – the effort must come from you.|08-05-2014|pisces
245|Others may say that you have got something all wrong but you must not allow them to change your opinion. Just because you are in the minority at the moment does not mean you are wrong. You’ve never been one to follow the herd.|08-06-2014|pisces
246|Something will get under your skin to such an extent today that you may get a bit fanatical about it. Yes, of course, it is interesting and yes, of course, it is important but don’t shout and scream about it or you will turn people off.|08-07-2014|pisces
247|You may be the sort who spends more time dreaming than doing but today the planets will inspire you to take a more hands-on approach. Anything of a practical nature will go well for you, so get your act together and get things done.|08-08-2014|pisces
248|A wonderful idea will occur to you this weekend and you won’t be satisfied until you have done something with it. Don’t worry that it does not seem “logical” because you have more than five senses. Do what your inner voice tells you.|08-09-2014|pisces
249|Changes in your working routine may not be to your liking but they will eventually work in your favor, so don’t try to stop them. Progress will come whether you want it to or not, so be smart and move with the forces of change.|08-10-2014|pisces
250|A dispute that has been going on for as long as you can remember is getting tedious, so make this the day when you switch off from it and do something more interesting. Differences will always exist but you can pretend that they don’t.|08-11-2014|pisces
251|Only you can decide if a relationship is worth carrying on with but you don’t have to decide right now. The planets indicate there are still a few twists and turns and surprises to come, so stay calm and don’t do anything rash.|08-12-2014|pisces
252|Some things are worth fighting about but others are not and over the next few days you will need to get serious about where you draw the line. Fight only for what you truly believe in. Better still, find ways to win without fighting at all.|08-13-2014|pisces
253|A robust set of influences will make you somewhat vocal over the next 48 hours and that’s good. You should never be shy about putting across your point of view, especially when you know it’s the right view. Speak up, loudly.|08-14-2014|pisces
254|Think before you act, especially if your actions could have a knock-on effect on those around you. Cosmic activity in you opposite sign of Virgo means you must take other people’s needs and desires into account. |08-15-2014|pisces
255|You may want to back out of some kind of joint activity but if you do there are sure to be consequences. Before you make the fateful cut try to find ways you can make it work. If you can’t see any, try looking harder!|08-16-2014|pisces
256|Yes, of course, you should turn the other cheek and forgive those who have spoken or acted in ways that hurt you, but you must also let them know that you won’t be so forgiving next time. Your good nature can be abused only so far.|08-17-2014|pisces
257|You must be totally honest today, even if what you have to say is not what colleagues and loved ones want to hear. Don’t worry about their reactions – worry about how guilty you will feel if you keep quiet and it all goes wrong.|08-18-2014|pisces
258|Focus only on things that excite you physically and emotionally over the next few days. There will, of course, be those who say you are expecting too much of yourself but, on the contrary, if anything you are not expecting enough.|08-19-2014|pisces
259|Sometimes you can be rather stubborn and that could be a problem today if you refuse to abandon an idea that clearly is no longer worth defending. Times change and you should be big enough and smart enough to change with them.|08-20-2014|pisces
260|Mercury, planet of the mind, links with power planet Pluto today, so whatever you focus on will go from idea to reality quicker than you expected. Make sure your thoughts are positive and make sure they are always under your control.|08-21-2014|pisces
261|You now have the power to turn even negative situations to your advantage and if you are smart you will use it to the full. You will achieve even more, of course, if you partner up with like-minded people. Together you’ll sparkle.|08-22-2014|pisces
262|Changes you made to your working routine will pay off over the next few days. You will certainly have more time to spend with family and friends. The Sun’s change of signs urges you to focus on the important things, not least your own happiness.|08-23-2014|pisces
263|Resistance of one kind or another is to be expected now the Sun is moving through your opposite sign but Monday’s new moon will help you overcome any differences you may have with friends or colleagues. Remember, you’re on the same side.|08-24-2014|pisces
264|Let family and friends know how much you care for them. With the Sun, Moon and Mercury in the relationship area of your chart youwill find it easy to say the things that bring smiles to their faces, and that’s always good to see.|08-26-2014|pisces
265|You may want nothing more than to pack a bag and get away from it all for a while but the fact is you have duties and responsibilities that demand your attention. See to them now and come the weekend you can make your getaway at last.|08-27-2014|pisces
266|You may feel obliged to favor one thing over another but is it really for the best? The planets indicate you have been pushed in that direction by people who have a vested interest in what you do. Make choices for yourself, not for them.|08-28-2014|pisces
267|Others may say you are not being serious enough about what’s going on in the world but you are under no obligation to feel guilty about things you did not cause. The world would be a better place if others were more like you.|08-29-2014|pisces
268|If you feel that certain things need changing then you must make those changes yourself. It may make you unpopular with those who want things to stay as they are but you’ve never been the type to worry about what others think.|08-30-2014|pisces
269|You have so many good ideas but you can’t seem to make a serious start on any of them. Maybe that’s your problem, maybe you are trying to do too many things. Put all your energy into the one thing that matters most this week. |08-31-2014|pisces
270|Some people take it for granted that they can get what they need from you any time they want. Why? Because that’s the impression you have given them by being too soft. It’s time to get tough. Go on, you can do it if you try.|09-01-2014|pisces
271|You don’t lack for confidence but just lately you seem to have been missing the essential ingredient of luck that every successful person needs. Don’t worry: what happens over the next few days will be very much to your benefit.|09-02-2014|pisces
272|Make an effort to see things from another person’s point of view today. You may be surprised to find that the way they look at the world is not that far away from your own. Differences are rarely more than skin deep.|09-03-2014|pisces
273|What happens today will encourage you to question something you have always taken for granted. Stand back and look at the situation with an unbiased eye and don’t be afraid to change both your thinking and your long-term plans.|09-04-2014|pisces
274|Love planet Venus in your opposite sign will bring relationship issues to the fore, but in a nice way. If you are single it’s quite possible you will get together with someone compatible over the weekend. Try not to scare them away!|09-05-2014|pisces
275|Don’t put all your eggs in one basket this weekend because there is a very good chance you will lose them all. Spread your time and your energy and, most importantly, your money, in several directions. Overall you’ll gain more than you lose.|09-06-2014|pisces
276|Many of the decisions you make in life are based on intuition rather than reason and that’s okay because it seems to work for you. Sometimes though you need to be strictly logical and that’s where you are now. You must use your head.|09-07-2014|pisces
277|A certain person may seem likable and trustworthy but if your instincts tell you to be careful you should know better than to go against them. The reason for your inner uneasiness will become clear over the next few days.|09-09-2014|pisces
278|Today’s Venus-Neptune link suggests you are likely to lose focus and start wandering around with no idea what direction you should be heading. No change there then! Actually it doesn’t matter – fate will always guide you where you need to go.|09-10-2014|pisces
279|You may not be in the least bit interested what someone is trying to tell you but if you are smart you will listen and nod your head wisely at the appropriate moments. You need to keep in with this person, even of they secretly bore you.|09-11-2014|pisces
280|You need to give up on a personal vendetta. Even if you are 10 per cent in the right and your enemy is 100 per cent in the wrong it doesn’t matter – confrontations like this are not worth it. Let it go – you’ll feel better for it.|09-12-2014|pisces
281|As Mars moves into the career area of your chart this weekend you will come under pressure from people who have a great deal of influence. Rise to the occasion and make an effort to impress them. You can never have too many powerful allies.|09-13-2014|pisces
282|What seems so obvious to you is obviously difficult for someone else to grasp, so take time out of your busy schedule and help them “get it”. They will appreciate the effort you make on their behalf. Maybe one day they’ll explain something to you. |09-14-2014|pisces
283|You need to resolve a dispute with a loved one or work colleague and you need to do it right now. If you let the situation fester for even one more day it may move beyond the point where it is easily rescued. Say sorry, and move on.|09-15-2014|pisces
284|There are so many serious things going on around you at the moment that others are unlikely to be in the mood for fun and games. That’s okay, you can entertain yourself well enough. You’re certainly not going to join in all the doom and gloom!|09-16-2014|pisces
285|Neptune, your ruler, is linked with mind planet Mercury today, so your brain will be buzzing with big ideas. But are they practical ideas? For best results you should limit yourself to one or two objectives you know you can easily reach.|09-17-2014|pisces
286|You know what you want and you know how to get it. So what are you waiting for? The time is right to make your bid for fame and fortune, so don’t hold back a moment longer: show the world you’re a force to be reckoned with.|09-18-2014|pisces
287|The best way to deal with a negative situation is to ignore it. No, really. The more you focus on what’s going wrong the longer it will stick around, so starve it of the oxygen of attention and see how fast it shrinks in importance.|09-19-2014|pisces
288|Be careful what you say today because certain people will take you seriously, maybe more seriously than you intended. On the work front especially don’t give rivals a stick with which they can beat you. Sometimes you’re your own worst enemy.|09-20-2014|pisces
289|No doubt there are certain individuals you would like to be on better terms with but would that really change things? Probably not. The real problem is that you don’t stand up for yourself enough. It’s time to get tough. Bite back.|09-21-2014|pisces
290|An issue you had either forgotten about or you thought had been resolved will return to annoy you today and this time you have got to deal with it effectively. Show those who doubt it that you can be decisive. Make your call and make it happen.|09-22-2014|pisces
291|No matter what you do over the next 24 hours you are sure to tread on someone’s toes and get criticized for it. No matter. Better to be clumsy and get noticed than to make all the right moves and fail to make an impression.|09-23-2014|pisces
292|No matter what problems you may have faced in recent weeks they are just about played out and after today won’t trouble you again. No doubt a celebration is in order but don’t go mad and spend all your money – keep plenty in reserve.|09-24-2014|pisces
293|The planets suggest you are about to make a momentous decision, the kind that could change the whole course of your life. But are you making it for the right reasons? Make sure you answer that question honestly before taking the next step.|09-25-2014|pisces
294|Someone you live or work with will be irritable in the extreme over the next 24 hours. There is no point trying to reason with them or cheer them up because the fact is they enjoy being negative. Just stay out of their way as much as you can.|09-26-2014|pisces
295|It may be true that the world is changing quicker by the day but that does not mean you should slavishly follow each new fashion. Some things about the old ways are still worth keeping, so don’t be afraid to swim against the tide.|09-27-2014|pisces
296|If you feel a bit down as the new week begins you should get involved in some kind of charity or social work. Seeing other people’s problems will put your own in perspective – and you’ll feel good about yourself because you can help.|09-28-2014|pisces
297|Sometimes you can be too generous for your own good and cosmic activity in the wealth area of your chart warns you need to keep an eye on your finances. Help people out if you can but don’t ruin yourself in the process.|09-29-2014|pisces
298|There will be moments today when you wonder if your efforts are truly appreciated but don’t let the apparent indifference of friends and loved ones get you down. Maybe they are just too busy to think about anything but their own needs.|09-30-2014|pisces
299|You may not be able to make much sense of what is taking place around you but that does not matter. The important thing is that you are clear in your mind what it is you are trying to do. Outer confusion must yield to inner composure.|10-01-2014|pisces
300|Act on the assumption that there is no such thing as chance. If something unusual happens today there is sure to be a reason for it and your job is to find out what it is. Why? Simply because it’s fun to be in the know.|10-02-2014|pisces
301|Say what you mean over the next 24 hours but be extremely careful how you say it. With Mercury about to start one of its retrograde phases if others don’t like your tone of voice you could find you have made unnecessary enemies.|10-03-2014|pisces
302|You may want to end the woes of the world but you are smart enough to realize it isn’t going to happen. What you can do though is change yourself. Change your own life for the better in some small way and others will follow your lead.|10-04-2014|pisces
303|According to the planets you may be feeling a bit sorry for yourself at the moment. You need to snap out of it because there are all sorts of great opportunities heading your way and if you are drowning in tears you may miss them.|10-05-2014|pisces
304|You may dislike having to admit that you were wrong about something but if you can’t bring yourself to do it now the lunar eclipse in midweek will make your error look even worse. So you made a mistake – so what? Accept it and move on.|10-06-2014|pisces
305|There is no doubt at all that you will survive the stormy patch you are going through. It may at times seem as if the world is coming apart at the seams but from a higher perspective things have never been better. Trust more and smile more.|10-07-2014|pisces
306|The winds of fate are blowing you in a new direction and all you have to do is relax and go with them. It may be a bit scary as you have no idea where you will end up, but wherever it is the planets indicate you’ll do okay.|10-08-2014|pisces
307|Your imagination could easily run away with you today, especially if you are having second thoughts about a long-term project, but don’t let yourself get too detached from reality. Overall everything is still moving in the right direction, so lighten up.|10-09-2014|pisces
308|You won’t escape a difficult situation by running away from it, so be brave and face up to whatever emotional challenge is in front of you. Chances are when you look it squarely in the face you will see there was nothing to fear in the first place.|10-10-2014|pisces
309|Someone who envies your abilities has been trying to make life difficult for you in recent weeks and will be at it again over the next 48 hours. Ignore them. Pretend they don’t exist. The world will only take them seriously if you take them seriously.|10-11-2014|pisces
310|The joy you get out of a relationship far outweighs the annoying things that sometimes come with it, so don’t you dare think of calling it a day. Deep down you share an almost spiritual attachment. End it and you’ll harm a part of yourself as well. |10-12-2014|pisces
311|Someone who should know you better has got it into their head that you no longer like them and that is why they are behaving so erratically at the moment. Do whatever it takes to ease their fears. You’re still friends and always will be.|10-13-2014|pisces
312|Financial security may be uppermost in your mind at the moment but there are other things you need to take into consideration. One is how much extra work you will have to do for that extra cash you need. Don’t run yourself into the ground.|10-14-2014|pisces
313|Money and career matters are under good stars at the moment and if there are changes you need to make now is the time to get the ball rolling. Take the initiative and make sure everyone can see you have not only talent but ambition too.|10-15-2014|pisces
314|Something that has been a bit of a mystery will no longer nag at you as from today. Once the mystery has gone the fear and worry that came with it will disappear as well. Don’t be embarrassed that you made such a fuss over nothing. It happens.|10-16-2014|pisces
315|The planets warn you will have to make sacrifices in your social life today and over the weekend if you are to make progress in more serious areas. On the work front especially aim to do more than your rivals – a lot more.|10-17-2014|pisces
316|The Sun’s change of signs this week means you must be true to your principles, even if you are the only one who believes in them! You may be easygoing but there are some things you will never compromise, for money, love or anything else.|10-19-2014|pisces
317|Life may be a bit unpredictable at the moment but that’s one of the things that makes it so interesting. The planets warn you need to embrace the unknown and accept that even unsettling events have their place in the cosmic plan.|10-20-2014|pisces
318|The most important thing today is that you believe in yourself one hundred per cent. If you let any kind of doubt creep into your mind you will set up mental and emotional barriers that limit your success. All things are possible, for you anyway.|10-21-2014|pisces
319|If you approach a long-standing problem from an unusual angle you will resolve it with ease. Tomorrow’s eclipse in your fellow Water sign of Scorpio encourages you to open your mind to new possibilities, which must inevitably lead to new solutions.|10-22-2014|pisces
320|You may not have enjoyed the past few weeks as much as some people but you have to admit you learned some valuable lessons. Now you will get the chance to apply what you have learned in a much more favorable atmosphere. Have fun!|10-23-2014|pisces
321|There were times in recent weeks when your mood was a bit gloomy but now everything is sweetness and light again and you can’t help but be delighted with life. Make it your business today to help those who are still trapped in the darkness.|10-24-2014|pisces
322|Someone you are close to has had a brilliant idea but they need your input to get it off the ground. Let your mind roam freely this weekend and let them know how you think they should develop it. Together you can create a masterpiece.|10-25-2014|pisces
323|Neptune, your ruler, governs insight and inspiration, and those are traits you will have plenty of during the early part of the week. You will also have more love in your life than usual, as romance planet Venus is strong as well. Enjoy! |10-26-2014|pisces
324|The reason you feel stuck at the moment is because you don’t have a clear idea what it is you are aiming for. Your first and, if necessary, your only task today is to identify your goal and draw up a plan that will take you to it.|10-27-2014|pisces
325|Don’t worry too much about how you are going to do what has to be done, just greet the day with a smile and let your intuition guide you. This is one of the best times of the year for you, so try not to make it unnecessarily complicated.|10-28-2014|pisces
326|If your instincts tell you not to ask too many questions then you will have no one but yourself to blame if you hear something you don’t much like. Sometimes it is better to know too little than too much and this is one of them.|10-29-2014|pisces
327|Someone you have not seen for a while will come back into your life either today or tomorrow and the effect on your feelings could be quite dramatic. Don’t get carried away though – they’ve changed a lot, and so have you.|10-30-2014|pisces
328|Your sixth sense is telling you that something is going on, and it’s something that you should know about. Do a little digging this weekend but keep what you find to yourself for now. You’re good at keeping secrets too.|11-01-2014|pisces
329|The closer you get to Thursday’s full moon the more the emotional temperature will rose, but now you know that you can make a conscious effort not to get involved in senseless disputes. You have better things to do with your time and energy.|11-02-2014|pisces
330|There are times when you take too much for granted and the planets warn this could be one of them. You may think you can get away with neglecting some kind of duty or chore but if you do the consequences could be dire. Get it done. |11-03-2014|pisces
331|The planets warn that your critical faculties are not what they should be at the moment, so try not to get too excited if certain people make you remarkable offers. It’s highly unlikely they are in a position to deliver. |11-05-2014|pisces
332|Today’s full moon indicates that you are torn between opposing options, unable to decide which is the right way to go. Toss a coin if you have to but be sure to choose a path and stick to it. Any way is better than no way at all.|11-06-2014|pisces
333|Yesterday’s full moon swept away barriers and restrictions and now there is nothing to stop you surging forward again. Let your instincts guide you and don’t be afraid to move in a completely new direction. Wherever you go you’ll have loads of fun.|11-07-2014|pisces
334|Don’t let a minor falling out spoil what should be an exciting week. Whatever your differences with a friend or loved one may be you can overcome them, or at least ignore them. You’re having too much fun to take life too seriously.|11-09-2014|pisces
335|You will get the chance to tackle an issue that has been worrying you for months. Most likely a friend will offer to help you out and if you are smart you will accept. They know what you are going through – and what needs to be done.|11-10-2014|pisces
336|What activity inspires you the most? Then why are you not doing it? At this time of year more than most you should be expanding your creative reach and moving in new directions. There are no limits, at least not for you. |11-11-2014|pisces
337|It’s okay to change your opinion in the light of new information and with mind planet Mercury strong in your chart you will find it easy to update your views. But don’t change every few hours – you’ve got to believe in something long-term.|11-12-2014|pisces
338|Today’s Venus-Saturn link means you can easily patch things up with a friend or loved one. Sometimes a relationship can benefit from a dispute, especially if it clears the air. You’ll be the best of buddies again come tomorrow.|11-13-2014|pisces
339|If a friend proposes something a little bit out of the ordinary today it might be wise to hold back from getting involved. This is one of those occasions when what seems like such a great idea turns out to be nothing of the sort.|11-14-2014|pisces
340|You may have no reason to disbelieve what someone tells you but if you dig a little deeper you will discover that certain facts and figures do not add up. The more they urge you to trust them the more you should be on your guard.|11-15-2014|pisces
