|horoscope|pub_date|zodiac
170|Over the next few days you will have to decide what is worth carrying on with and what needs to be junked. Don’t let sentiment play a part in your decision: put your own needs first and don’t let other people influence you in any way.|05-23-2014|capricorn
171|You will find it remarkably easy to make a positive impression on people in positions of power this weekend and if you are smart you will take full advantage of that fact. You may think of them as special but they think you are special too.|05-24-2014|capricorn
172|Attitude is everything over the next few days. If you approach what you have to do with confidence and a genuine belief that you will enjoy it then you’ll have a great time – and get great results too. Your mind creates your reality.|05-25-2014|capricorn
173|If you feel a bit run down as the new week begins that’s a sure sign you have been overdoing it. Even a Capricorn needs their rest, so put your well being first and don’t worry that you might fall behind. In fact you’re still well ahead.|05-26-2014|capricorn
174|You may be a creature of habit but even you can recognize that certain ways of doing things are not working as well as they should. It’s time to push your ego to one side and admit, if only to yourself, that changes are needed.|05-27-2014|capricorn
175|Keep on doing what you are doing and don’t listen to those who say you should be doing something else. The more others try to pick holes in your plans the more certain you can be that you are on the right track. Keep going.|05-28-2014|capricorn
176|Something you previously found difficult will come easier to you today. You may still have to struggle in other areas but the planets will generally give your spirits a lift and help you believe that most, if not quite all, things are possible.|05-29-2014|capricorn
177|If someone in a position of power says or does something that you disagree with today you would be wise not to let it show. According to the planets you are not yet strong enough to confront them directly, so be smart and keep your distance.|05-30-2014|capricorn
178|The Sun’s link to Mars this weekend will boost both your ambitions and your confidence and that’s a winning combination. On the work front, especially, you will gain new and important admirers, though some may see you as a threat.|05-31-2014|capricorn
179|Keep reminding yourself that you are human and that humans are supposed to make mistakes. Sometimes you can be too demanding of yourself and too critical when things go wrong, as at times they inevitably will. Lighten up – it’s life.|06-01-2014|capricorn
180|Are you working more for other people than you are for yourself? According to the planets you are, so get a grip on the situation and let those who are taking advantage of your generous nature know that’s as far as it goes. And mean it.|06-02-2014|capricorn
181|You will be required to take on more tasks and responsibilities over the next few days and though it may seem as if you are being unfairly restricted there is no doubt you will be repaid in full later in the month. Keep smiling.|06-03-2014|capricorn
182|You will have to make sacrifices above and beyond the call of duty today but the effort will be worth it. Not only do you have enough energy and enthusiasm to get things done for yourself but you will gladly help others as well.|06-04-2014|capricorn
183|Current influences highlight the need to be efficient, to get the most from yourself for the least input of time and energy. Pace yourself sensibly and look for ways, even in the smallest of things, to get from A to B quickly and simply.|06-05-2014|capricorn
184|Your views and opinions may be a little out of the ordinary, maybe even outrageous in some people’s eyes, but no way should you change them. According to the planets they are closer to the truth than you realize, so keep searching.|06-06-2014|capricorn
185|The planets warn you may need to make a special effort to keep your temper in check. If you cannot get along with certain people then at least try to stay out of their way. Hopefully they will stay away from you too.|06-07-2014|capricorn
186|You may look fearless to the world at large but you have worries and anxieties like everyone else and some of them will bubble to the surface over the next few days. Don’t be afraid to question your own motivations.|06-08-2014|capricorn
187|It’s good that you want to put the world to rights but don’t pick fights where they are not really necessary. Before getting involved in other people’s affairs you should always ask yourself what the chances are of doing more harm than good.|06-09-2014|capricorn
188|You may find it hard to feel sorry for someone who has clearly brought their difficulties on themselves but if they approach you for help today you won’t turn them away. Beneath that tough exterior beats a heart of gold.|06-10-2014|capricorn
189|If you live in dread of things that might never happen you will almost certainly miss out on something that would have made life a lot more exciting and a lot more rewarding. Don’t try to avoid life – celebrate it in all it’s glory.|06-11-2014|capricorn
190|There is a danger that you will go to extremes today and start believing that nothing bad can possibly happen. That kind of thinking is guaranteed to set off a cosmic chain of events designed to remind you that few things are written in stone.|06-12-2014|capricorn
191|You may not be able to make much sense of what is happening at the moment but don’t worry – you are not the only one who is having a hard time getting a grip on reality. Once the full moon starts to fade all will be revealed.|06-13-2014|capricorn
192|Important people are watching you closely and with Mars inspiring you to be more dynamic on the career front you are sure to make an impression. But will it be the right impression? Whatever else you do, don’t lose your temper.|06-14-2014|capricorn
193|Someone you work with has made a mistake and is looking for someone on whom they can pin the blame. Don’t let it be you. If they start pointing the finger in your direction you must point back and fight back. Don’t be the fall guy.|06-15-2014|capricorn
194|You will have to accept more of a supporting role over the next few days but it’s no big deal. Capricorn is a cardinal sign, which means you like to take the lead, but sometimes it’s better to let others take responsibility.|06-16-2014|capricorn
195|Ignore people who say that certain things cannot or should not be done. If you feel that a course of action is right for you then there is nothing more that needs to be said. Pay attention only to what your inner voice tells you.|06-17-2014|capricorn
196|A Venus-Jupiter link is about as good an influence as you could hope for, especially where your love life is concerned. You will meet some interesting people today and one in particular could become much more than just a friend.|06-18-2014|capricorn
197|If you don’t feel in the mood for working today don’t push yourself. Even if you force yourself to do what is expected of you it’s unlikely you’ll make a good job of it, so wait until you are in a more positive frame of mind.|06-19-2014|capricorn
198|You seem to have resigned yourself to the idea that you will have to take a loss on something that just hasn’t been working out the way you planned. Don’t be too hasty. What happens today and over the weekend will cheer you up no end.|06-20-2014|capricorn
199|The Sun moves into your opposite sign of Cancer today, meaning you are almost at the midpoint between one birthday and the next. Consequently, this is a good time to take stock of how far you have come – and how far you still have to go.|06-21-2014|capricorn
200|It would be nice if others would change their ways to accommodate your needs but it isn’t going to happen. Stop daydreaming and start doing the things that will move your life in the direction you want it to go. It’s all down to you.|06-22-2014|capricorn
201|Try not to make too much of a fuss if someone with whom you live, work or do business makes a mess of what they do today. Not everyone can be as super efficient as you, so make allowances and make sure, if it’s important, you do it yourself next time|06-23-2014|capricorn
202|Decide what it is you need to accomplish, then set about it with energy and self-belief. No matter how many disappointments you have suffered in recent weeks the planets indicate that from here on it will be success all the way.|06-24-2014|capricorn
203|The planets warn if you don’t make a decision soon about a career matter it will be taken out of your hands. Don’t get too hung up on available choices – whatever you go for will work out well for you in the end.|06-25-2014|capricorn
204|Take what happens today as a challenge rather than as a setback. Everything that occurs in your life – including things you tend to think of as “bad” – has a meaning behind it and a lesson to be learned. Fate is rarely unkind.|06-26-2014|capricorn
205|A new moon in your opposite sign of Cancer means that partners and loved ones will be full of themselves over the next 24 hours. Instead of getting angry about it why don’t you join in the fun? You can be too serious you know!|06-27-2014|capricorn
206|You may want to cut yourself off from the world for a while but you know that isn’t possible. There is so much going on that your only realistic option is to get more involved. Problems are there to be solved.|06-28-2014|capricorn
207|You will be asking yourself some important questions this week and the answers will come quicker than you expected. Where your career is concerned you may find it pays to aim a little lower. You don’t have to be top dog every time.|06-29-2014|capricorn
208|You need to get your everyday affairs in order but to do that you will need to be more ruthless than you have been of late. Anything that distracts you from your aims must be cut out of your life altogether. That includes people too.|06-30-2014|capricorn
209|Try not to say things merely to get a reaction because you may get the kind of feedback that does not meet with your approval. Partners and colleagues will be rather touchy over the next 24 hours, so either say nice things or keep quiet.|07-01-2014|capricorn
210|What a friend has to tell you today may not be what you were hoping to hear but the important thing is it’s what you need to hear. Are you smart enough to realize you don’t know all the answers? If so, you’re smarter than most.|07-02-2014|capricorn
211|As Venus, planet of harmony, is moving through the area of your chart that governs your wellbeing it might be wise to take things easy today. That’s easy by Capricorn standards, of course. People will still get exhausted just watching you.|07-03-2014|capricorn
212|There is no point trying to force the pace because the Sun opposing Pluto in your sign won’t let you – and will also remind you where the real power lies. Also, focus on finishing what has already been started. Save new projects for another day.|07-04-2014|capricorn
213|You need to be careful this weekend, especially on the work front where you could damage your long-term prospects if you let your feelings get the better of you. No matter what is said or done you must not rise to the bait.|07-05-2014|capricorn
214|You may not be the sort to run from a fight but the planets warn it might be better to avoid trouble rather than face it head on over the next few days. Pick your battles carefully. In other words, pick the ones you know you can win.|07-06-2014|capricorn
215|Every once in a while you do something that shocks even those who know you well and the planets suggest you will go out of your way to be controversial today. Tomorrow, no doubt, you will be making apologies left, right and center.|07-07-2014|capricorn
216|You like to take your time with new ideas but if you do that today you could miss out on a glorious opportunity. The first idea that comes into your head is the idea you must follow, no matter how silly it might seem to begin with.|07-08-2014|capricorn
217|You don’t need to change direction, no matter what certain people might say. You are where you are meant to be and you are following the path that was designed for you and you alone. Stay on it. You’ll get where you most need to be.|07-09-2014|capricorn
218|Although the approaching full moon is making you anxious everything will come right in the end – it almost always does. The so-called “bad” things that happen in life are often challenges designed to help you grow emotionally, mentally and spiritually.|07-10-2014|capricorn
219|Your energy may take a bit of a dip over the next 24 hours but don’t let it worry you because compared to most people you are still on red hot form. Limit yourself to what is truly important. Nothing matters more than your No.1 aim.|07-11-2014|capricorn
220|Today’s full moon in your sign will make you more emotional than usual and that could cause problems. Be aware – and accept – that not everyone sees things the same way as you, nor is there any logical reason why they should.|07-12-2014|capricorn
221|It’s time to sort out a money matter or business issue that has been causing you sleepless nights. There is no point getting angry or making threats because that will only make matters worse. If you are reasonable others will be reasonable too.|07-13-2014|capricorn
222|Stay cool and look for ways to turn new developments to your advantage. If you can do that this should be an amazingly productive time for you. Listen to other people’s suggestions too, even though they may not always be to your liking.|07-14-2014|capricorn
223|Don’t feel bad if life seems to be rather low key just now. You may be on the down side of the slope at the moment but things are sure to pick up as the week progresses. Be patient and wait for your chance to shine.|07-15-2014|capricorn
224|You can feel your confidence beginning to return and by the end of the week you will have forgotten that you ever doubted yourself. Your ability to make things happen is still there, so identify your goals and work resolutely towards them.|07-16-2014|capricorn
225|The only way you are going to get what you desire is to communicate with those who can help you. Co-operate with them fully and make sure their needs are catered for as well as your own. There’s more than enough good stuff to go around.|07-17-2014|capricorn
226|You are in a romantic mood at the moment and that’s good. The only danger is that you will put the object of your affection on too high a pedestal and feel devastated when, inevitably, they take a tumble. They’re human, just like you.|07-18-2014|capricorn
227|If someone says something you don’t much like you must resist the urge to get angry about it. If you get uptight they will play on your emotions all the more. If you pretend you don’t care they will most likely leave you alone.|07-19-2014|capricorn
228|You don’t have to suffer in silence if you think you have been hard done by. Speak up and let everyone know you deserve a bigger share of the pie. They may not agree with you but at least you will have started a dialogue.|07-20-2014|capricorn
229|Don’t run yourself into the ground doing things for other people. It’s great that you are so enthusiastic but your energy supply is limited and must be saved for those things that mean something to you personally. Be a bit selfish.|07-21-2014|capricorn
230|As of today you will no longer be satisfied with superficial explanations. You want to know what is really going on, both in your personal life and in the world at large. Dig beneath the surface. Look behind the scenes. The truth is out there.|07-22-2014|capricorn
231|You are entitled to your opinion and you are entitled to be heard but if you think everyone is going to agree with you chances are you will be disappointed. The world would be a dull place indeed if we all thought the same way.|07-23-2014|capricorn
232|It’s not often you probe the deepest corners of your mind but over the next 24 hours you will start asking some rather profound questions. The answers that come up are not being discovered for the first time – you knew them already.|07-24-2014|capricorn
233|You must resist the temptation to look at the world as if everything that happens is a disaster or a tragedy. That kind of thinking tends to be self-fulfilling. Focus only on good news today and soon life will look grand again.|07-25-2014|capricorn
234|It would not be wise to take chances with money this weekend but, on the other hand, you should make far-reaching plans. The course of action you decide on now will pay dividends later on but don’t be tempted by risky investments.|07-26-2014|capricorn
235|You will receive good news over the next few days, news that will cheer you up no end. Maybe things are not as bad as you tend to believe. Maybe Lady Luck is smiling on you after all. Maybe you should smile more!|07-27-2014|capricorn
236|What you hear today may not exactly thrill you, but neither is at as bad as some people are trying to make out, so don’t overreact. A negative thought is a powerful thing and can easily become a self-fulfilling prophecy. Always be positive.|07-28-2014|capricorn
237|Something you are working on would benefit from a second opinion this weekend. If you want it to be a success you must listen to advice from those who have been there and done it before you. You can and must learn from their mistakes.|07-29-2014|capricorn
238|Don’t come on too strong today or you could turn people against you and, in doing so, damage both your reputation and your earning power. You may think you can get away with almost anything but it isn’t true. Be assertive but be smart too.|07-30-2014|capricorn
239|It may seem as if others are trying to make life difficult for you but more likely you are making life difficult for yourself. What happens in the world “out there” depends so much on what goes on inside your head. Think about it.|07-31-2014|capricorn
240|You have a bit of an obsession with perfection but you need to remember that not everyone shares it. It’s good to feel that you are in control but if you take it too far today you might tempt certain people to be obstructive.|08-01-2014|capricorn
241|There is a lot of gossip going around and quite a bit of it seems to be about you. This is one of those times when you should close your ears to what others are saying and do only what you want to do. Nothing else matters.|08-02-2014|capricorn
242|You will find it easy to come and go as you please this week but not everyone will be pleased with your new found sense of freedom. But so what? Do what you want to do and don’t let fear of disapproval hold you back.|08-03-2014|capricorn
243|As mind planet Mercury makes a less than positive link with Neptune, planet of deception, today you could be right to suspect that the deal you’ve been offered is a dud. If there is the slightest doubt in your mind you must turn it down.|08-04-2014|capricorn
244|You are more likely to find answers to your problems if you get creative and look in areas you tend to neglect. You also need to get some input from loved ones and relatives. You don’t have to do it all on your own.|08-05-2014|capricorn
245|You seem to have got it into your head that the best way to solve a problem is to throw money at it. All you will succeed in doing is wasting even more of your precious resources, so think again. There’s plenty you can do for free.|08-06-2014|capricorn
246|There is so much going on in the world at the moment that you may be having trouble making sense of it all but if you keep your eyes and ears open today you will see or hear something that gives you the guidance you seek. Stay sharp.|08-07-2014|capricorn
247|Like everyone else you have fears that can hold you back from fulfilling your potential, but today’s influences will help you confront them and overcome them. There is always a rational explanation for things that go bump in the night.|08-08-2014|capricorn
248|Usually you are careful what you say but over the next 48 hours you will go right the other way and say exactly what you think and feel. You won’t lose any friends though – in fact others will find your frankness refreshing.|08-09-2014|capricorn
249|A full moon in the money area of your chart means you won’t see eye-to-eye with someone over a business or financial matter. Ultimately though it’s no big deal, so give it time and the situation should resolve itself to your benefit.|08-10-2014|capricorn
250|You may not care all that much what is going on in the wider world but at some stage today you will have to wake up to the fact that outside events have a big impact on you. Try to be a bit more outgoing this week.|08-11-2014|capricorn
251|The current cosmic picture will reinforce your determination to transform your existence but it won’t be until the Sun moves in your favor on the 23rd that you can really get started. In the meantime, be patient. Your time will come.|08-12-2014|capricorn
252|You will clash with someone over money today. Your first instinct will be to fight to get back what is yours but after a while you may come to the conclusion that it’s not worth the effort. If it’s gone, just make some more.|08-13-2014|capricorn
253|You will be asked to do a favor today for someone you don’t like very much but if you are smart you will do it with a smile. The fact is they have a lot of power and you could make yourself a useful ally.|08-14-2014|capricorn
254|Avoid get-rich-quick schemes this weekend because most likely they will cost you a fortune. The planets warn if you take silly risks you will pay for it in a big way, maybe not straight away but certainly before the end of the month.|08-16-2014|capricorn
255|By all means speak your mind but try not to say things that could be taken the wrong way. You may not mean to be rude but sometimes you can be rather blunt in your assessment of what is right and what is wrong.|08-17-2014|capricorn
256|Friendships and finances are well starred today, so arrange a trip of some kind – maybe a shopping expedition – with your best friend. You won’t have to spend a fortune to make yourself feel good, but you probably will!|08-18-2014|capricorn
257|Someone will rub you in the wrong way today and you may find it hard to control your tempter. Keeping telling yourself they are not worth the effort and keep doing what you are doing only more so. That will really annoy them!|08-19-2014|capricorn
258|You appear to have pushed yourself a bit too hard, physically and mentally, of late and now you are beginning to feel the effects. If that’s the case then you must give yourself a break. Never mind about your work – it can wait.|08-20-2014|capricorn
259|There are some things that need to be said and Pluto in your sign, linked to communications planet Mercury, will help you find just the right words. Don’t concern yourself with other people’s feelings, concern yourself only with the truth.|08-21-2014|capricorn
260|Something will happen over the next two or three days that forces you to the front of the stage where everyone can see you. You may not want to be a star but the planets, it seems, are making it happen. Why not enjoy it?|08-22-2014|capricorn
261|You have been under a lot of pressure of late but as from today the pressure will ease and very soon you will be back to your best. Whatever problems you have been struggling with don’t give them another thought – they’re simply not worth it.|08-23-2014|capricorn
262|You may be tempted to bend the rules to get what you desire but there is really no need. Everything is going well for you and will go even better when the moon is new tomorrow. The universe is very much on your side at the moment.|08-24-2014|capricorn
263|Do you have the courage to take a different course between now and the end of the year? According to the planets there will be rewards aplenty if you do but your conservative nature could hold you back. Go on, you knowyou want to!|08-26-2014|capricorn
264|You want to do something special today, something that marks you out as a cut above the rest. Make sure, however, that it is something constructive, something that benefits others as well as yourself. It’s okay to be famous, but not infamous.|08-27-2014|capricorn
265|The best way to boost your confidence is to tackle tasks that require total concentration. The less time you have to worry about your problems the more likely it is they will resolve themselves. Very soon you’ll be back to your best.|08-28-2014|capricorn
266|The Sun in Virgo will make it easy to excel creatively, and maybe have a good time romantically as well, so be on the lookout for new opportunities. Something as simple as a smile could set you on an exciting new journey.|08-29-2014|capricorn
267|You may think you know how to put the world to rights but you also need to be aware that you cannot force other people to follow your lead. Make it your aim this weekend to be a good example – then you’ll make a difference.|08-30-2014|capricorn
268|There will always be those who try to talk you down but you must not let their negative words affect what you do. Nothing and no one can stop you from realizing your goals, so ignore the critics and be brilliant in every way.|08-31-2014|capricorn
269|You seem to be under quite a bit of pressure on the work front at the moment but over the next few days that pressure will ease. If nothing else you will see where it is coming from and take steps to calm things down a bit.|09-01-2014|capricorn
270|If a friend or family member is in trouble today you will ride to their rescue no questions asked. However, while you can be generous with your time and sympathy you must be careful with your money. Don’t give it all away.|09-02-2014|capricorn
271|Actions speak louder than words and with Pluto in your sign activated by the Sun you will be all action from the moment you awake to the moment your head hits the pillow tonight. Nothing is beyond you. You’ll make the impossible look easy.|09-03-2014|capricorn
272|No matter how tough the challenges that come your way from now until the end of the year you will handle them all with ease – that’s the message from the stars. Take each day as it comes and accept that it’s already perfect in every way.|09-04-2014|capricorn
273|Travel is very much on your mind at the moment and it’s quite likely you will be going somewhere distant or out of the ordinary. Contacts with foreigners are especially helpful at this time – you could even end up working abroad.|09-05-2014|capricorn
274|You may feel confident, even a bit cocky, at the moment but don’t take too much for granted. The planets warn that a minor setback could easily grow into something big, so stay alert and be the first to act if a crisis kicks-off.|09-06-2014|capricorn
275|There are so many changes taking place in your life and most of them are good, so don’t try to resist them. There are times when you can’t put a foot wrong even if you try and this, it seems, is one of them.|09-07-2014|capricorn
276|Try not to be so intense over the next 24 hours. The planets urge you to take your foot off the gas and cruise for a while. You should know by now you get just as much done with a smile on your face as with a scowl.|09-08-2014|capricorn
277|You are of the opinion that standards have slipped and you intend doing something about it. Before trying to change others though maybe you should take a look at yourself. How can you improve your own performance and be a better example?|09-09-2014|capricorn
278|You want to get as much done as is physically possible but the planets warn you could easily over-extend yourself or, worse, exhaust yourself well before you have reached your target. What’s the rush? The work will still be there tomorrow.|09-10-2014|capricorn
279|Join forces with people who share your concerns, then decide what you can do to make the world a better place. You still need to realize though that lasting change takes time and commitment. Few worthwhile things can be gained overnight.|09-11-2014|capricorn
280|There comes a time when the old must give way to the new and according to the planets you are approaching that time now. Don’t worry. Changes are good for you. Changes will benefit you. Changes are just what you need.|09-12-2014|capricorn
281|For some strange reason you fear the worst but on this occasion fear can be a positive thing in that it will lead you to reappraise your long-term aims. Are you moving in the right direction? Chances are you are not, so get ready to make major changes.|09-13-2014|capricorn
282|By all means look back and work out why certain things went wrong but once you have done so you should forget about them once and for all. Each day is different and each day brings new possibilities, so live for today, and in the moment.|09-14-2014|capricorn
283|Why are you worrying for no good reason? The planets suggest that nothing will happen without your agreement and your say-so, so lighten up and try not to be so defensive about life. If it’s not fun then you’re not doing it right.|09-15-2014|capricorn
284|Jupiter in the wealth area of your chart puts you in a strong position where anything of a financial nature is concerned. If a deal of some sort has to be made you should be the one calling the shots – and taking the lion’s share of the profits.|09-16-2014|capricorn
285|Open your eyes to new possibilities – then take advantage of them. Too often in the past you have been content to let life come to you, but now you must push yourself forward at every opportunity. Success comes to those who dare.|09-17-2014|capricorn
286|Don’t waste time on petty arguments when there are so many important matters that require your attention. Not everyone you meet over the next 24 hours will see things from your point of view but that’s okay. There’s room enough for every opinion.|09-18-2014|capricorn
287|You may be having a great deal of fun but have you considered the consequences which could arise from some of your more impulsive actions? Take time out today to think about what you are doing and why. Tone down your act a bit.|09-19-2014|capricorn
288|Don’t waste your time trying to get other people to think and act like you – it’s not going to happen. You demand the right to be different so you should allow them to be different too – variety is what makes the world such an interesting place.|09-20-2014|capricorn
289|Nothing can be allowed to restrict your movements or stop you from exploring the world around you. Look for meaning in everything you see, hear and do over the next two or three days. You may find more than you expected. |09-21-2014|capricorn
290|What happens over the next few days will have a big impact on your career and your professional reputation. For that reason alone you must do the best work you possibly can and make sure the powers that be can see how talented you are.|09-22-2014|capricorn
291|Some of the people you meet today will want to hear what you think about what’s going on in the world – so tell them. They may be surprised how outspoken you are but nothing gets changed by silence – and they did ask after all!|09-23-2014|capricorn
292|Today’s new moon will be good for your social standing generally and for career matters especially. However, when dealing with employers and other important people you must be honest about your experience and qualifications. Don’t make things up.|09-24-2014|capricorn
293|Partnership problems of one sort or another may be causing you concern but there is no reason to fear the worst. Certain relationships have fallen into a rut and need to be revitalized. What is painful in the short-term will be useful in the long-term.|09-25-2014|capricorn
294|You have been keeping to yourself a lot in recent days and friends and family members are beginning to wonder why. Put their minds at rest by telling them your plans. Just because you’ve been quiet does not mean you’ve been doing nothing.|09-26-2014|capricorn
295|Be wary of people who ask a lot of questions over the next 48 hours. According to the planets they think you know things that could benefit them, and maybe you do, but why should you give it away for free? Information is power. |09-27-2014|capricorn
296|Someone you distrust will greet you in an excessively friendly way during the early part of the week but you won’t be fooled for a moment. You know they are after something and whatever it is you have no intention of giving it to them.|09-28-2014|capricorn
297|Exciting things are happening in your life and most likely you will be making serious gains between now and the end of the week. Career opportunities will come knocking but, as always, it is up to you whether you make good use of them.|09-29-2014|capricorn
298|You are in a serious mood at the moment and may even be searching for the meaning of life. Chances are you won’t have to look far: something that takes place right in front if you will answer all those deep question you have been asking.|09-30-2014|capricorn
299|What you need to remember today is that no matter how well you do in life and no matter how high up the ladder you climb there will always someone bigger and badder than you. In other words: know when you’ve met your match.|10-01-2014|capricorn
300|Even the most ambitious of Capricorns will be at peace with the world today. No matter how much you are provoked you cannot be bothered to react. Tomorrow, though, will be a different story. Some people may regret their choice of words.|10-02-2014|capricorn
301|Your feelings about a career matter are spot on, so listen to your instincts and act on what they tell you. You may be swimming against the tide of opinion at the moment but later on everyone will come round to your way of thinking.|10-03-2014|capricorn
302|You will learn a painful lesson this weekend but fortunately the pain will belong to someone else! What they are going through could so easily happen to you, so work out what they did wrong and promise yourself that you won’t make the same mistake.|10-04-2014|capricorn
303|You can sense that something major is about to happen but you don’t know what it is. Because of this you may be somewhat apprehensive over the next few days but come the end of the week you’ll have found the answers you seek.|10-05-2014|capricorn
304|If you are happy with your social standing that’s great. If not, start thinking about how you would like to change the way you are seen by the world. The approaching eclipse will turn so many things upside down – and for you that’s an opportunity.|10-06-2014|capricorn
305|If you acknowledge your weaknesses now you will be operating from a position of strength later in the week. There is nothing wrong in admitting you are inadequate in certain areas – it means you know where improvements need to be made.|10-07-2014|capricorn
306|Today’s lunar eclipse in the career area of your chart is a powerful omen and if you are anywhere near as ambitious as people think you are you will go all out to start moving up in the world. First though you need to discard your own self-doubts.|10-08-2014|capricorn
307|Communication won’t be easy over the next 24 hours, and when you do seem to get a straight answer from someone you may not be able to trust it. Keep what you want to say for another day – if it’s that important it will wait.|10-09-2014|capricorn
308|Today’s Sun-Jupiter link means you may find it hard to show restraint when dealing with matters of a financial or business nature, but that’s okay. Usually you are totally in control of yourself, so by all means go to the other extreme – just this once.|10-10-2014|capricorn
309|Someone may deserve to be criticized for something they said or did but if you are smart you will resist the urge to get angry and let them know you don’t hold a grudge. They will feel indebted to you and that’s an IOU worth having.|10-11-2014|capricorn
310|If you want to know what is going on over the next few days, both at work and in your social group, you must be more open about your own thoughts and feelings. Others will open up to you if you open up to them first.|10-12-2014|capricorn
311|You may be a small fish in a big pond but your reputation for integrity and excellence are such that even the big fish respect you. Someone in a position of power will come to you for assistance today. You’re more important than you realize.|10-13-2014|capricorn
312|While it may be true that much of what you do in life depends at least in part on other people, there are still many things over which you have total control. One of them is the way you choose to react to events. Be positive and smile often.|10-14-2014|capricorn
313|All work and no play is rarely a good idea and if you go down that route now you may look back later and wish you had been a bit more relaxed about life. Find ways to get others to do things for you and give yourself a break.|10-15-2014|capricorn
314|It would appear that someone, somewhere has been telling lies about you or in some other way putting you down. Find out who it is and who they have talked to and make sure you put the record straight before important people start to believe them.|10-16-2014|capricorn
315|A partnership or relationship issue can easily be resolved today, IF you are prepared to sit down and listen to the other person’s grievances. What you need to realize is that it’s not all about you – they have their dreams and worries as well.|10-17-2014|capricorn
316|If you want something badly enough you can get it with not too much effort but with the Sun and Venus both moving in your favor on Thursday you won’t have to make any effort at all later in the week. Others will do it all for you.|10-19-2014|capricorn
317|The news you receive today may not be entirely to your liking but you will still have plenty of time to adjust. Patience is not only a virtue but a necessity if you are to make significant progress over the next few weeks.|10-20-2014|capricorn
318|You have to make a decision that affects not only your own life but the lives of friends and family and loved ones as well. Think carefully before making your move – then make it decisively knowing that the universe is behind you all the way.|10-21-2014|capricorn
319|Let your imagination roam far and wide over the next two or three days. An idea that pops into your head out of nowhere may seem outrageous but if you think about it a bit you will realize there is no reason why it cannot be your reality.|10-22-2014|capricorn
320|The Sun in Scorpio over the next few weeks will present you with numerous opportunities to showcase your talent and creativity. Don’t copy what others have done before, be original and come up with something new and inspiring.|10-23-2014|capricorn
321|Have you recently taken a decisive step, one that could have a huge effect on the working pattern of your life? If so you are advised to stop and think about it some more. There is still time to change your mind. Nothing is written in stone yet.|10-24-2014|capricorn
322|Mars, planet of energy and ambition, moves into your sign this weekend, where it remains until early December. That means you have just over a month to really push yourself in pursuit of your dreams. Don’t just plan your next move – make it.|10-25-2014|capricorn
323|No matter how far-fetched an idea may seem it will nag at you until you do something about it. Now that mind planet Mercury is moving in your favor again you will find it easy to see what is and is not possible. So think – then act.|10-26-2014|capricorn
324|Nothing and no one can beat or defeat you if you remain focused on your number one objective. Those who oppose you will place all kinds of obstacles in your path over the next few days but you will smash through them all with ease.|10-27-2014|capricorn
325|You must deliver on a promise you made a while ago, even if it means you have to change your plans or miss out on a social event you were looking forward to. Your reputation could nosedive if you fail to deliver.|10-28-2014|capricorn
326|Others will rush this way and that way today trying to get on top of things but you will take it all in your stride. Just make sure you don’t get so laidback about life in general that you neglect certain responsibilities.|10-29-2014|capricorn
327|You may know what is wrong with a certain situation but you are not yet in a position to put it right. In fact, the planets warn quite strongly you should leave well alone. The cosmic picture will change dramatically over the next few days.|10-30-2014|capricorn
328|Take it easy this weekend. It’s okay to let slide what others say should be done immediately. In fact, a short break now will refresh your senses and put you in the right frame of mind to tackle major issues early next week.|11-01-2014|capricorn
329|Try not to get hot under the collar if you discover that a friend has been using your name to get things done. Maybe you should be flattered. The fact that others take notice when your name is mentioned shows hoe well thought of you are.|11-02-2014|capricorn
330|Don’t allow others to talk you into doing something that will tie you down for weeks or even months at a time. You have your own interests and your own goals to pursue and you must put them first, today and every day from now on. |11-03-2014|capricorn
331|How hungry are you for success? If you are typical of your birth sign you are very hungry indeed and what you achieve between now and the end of the year will be little short of extraordinary. Show the world what you are capable of.|11-04-2014|capricorn
332|Resist the urge to make any kind of snap decision today. The Sun at odds with Uranus means you should proceed with caution, both in your private life and in your work. You don’t need upheaval, you need calm. |11-05-2014|capricorn
333|If you try to accommodate each and every viewpoint or opinion over the next 24 hours you are likely to alienate everyone. First impressions are the most reliable, so go with your instincts and back those whose outlook you feel an affinity for.|11-06-2014|capricorn
334|If you want to impress a loved one today you should try something original, exciting and totally unexpected. Your relationship may have fallen into a bit of a rut of late but your feelings for each other are still there, and still worth fighting for.|11-07-2014|capricorn
335|Believe it or not this is one of the best times of the year for you. The only danger is you could spoil it by negative thinking that comes not from your own mind but from the influence of people around you. Think only positive thoughts today. |11-08-2014|capricorn
336|Several surprises lie in store for you over the next few days. Don’t pretend to be shocked if a friend or family member acts in ways you consider to be outrageous – you should know from past experience that they like to provoke reaction.|11-09-2014|capricorn
337|You may feel that you can take on the world and win, and maybe you can, but why make a war of life when you don’t have to? Today’s Mars-Pluto union in your sign endows your personality with power. Just ask for what you want – you’ll get it.|11-10-2014|capricorn
338|There will be good news today, the kind that has been lacking in recent weeks. You may not be able to act on what you learn straight away but at least you know there is something inspiring to look forward to in the near future. |11-11-2014|capricorn
339|Whatever else you do today don’t lose your temper. Even if you have a right to be annoyed you must keep your feelings to yourself. You will be able to express your views in a more positive fashion on Friday and over the weekend.|11-12-2014|capricorn
340|You have a tendency to work harder than most other people but with the Sun at odds with Jupiter today you could go too far and exhaust yourself. Even a Capricorn needs to take it easy once in a while, so schedule some down time – and enjoy it.|11-14-2014|capricorn
